name,category,parent,synonyms,finding_type,finding_cluster,oifm_id
small_bowel_anatomic_variant,gastrointestinal_tract,bowel_anatomic_variant,,,,
small_bowel_wall_thickening,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,OIFM_GMTS_003602
small_bowel_mucosal_thickening,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
small_bowel_hyperenhancement,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
small_bowel_hypoenhancement,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
small_bowel_wall_calcification,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
small_bowel_submucosal_edema,gastrointestinal_tract,small_bowel_wall_abnormality,Submucosal edema of the small bowel,observation,,
small_bowel_submucosal_fat_deposition,gastrointestinal_tract,small_bowel_wall_abnormality,Submucosal fat deposition of the small bowel,observation,,
small_bowel_mucosal_fold_thickening,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
smooth_small_bowel_mucosal_surface,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
small_bowel_pneumatosis,gastrointestinal_tract,bowel_pneumatosis,,observation,,
target_appearance_of_the_small_bowel,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
small_bowel_obstruction,gastrointestinal_tract,small_bowel_caliber_abnormality,SBO,observation,,OIFM_CDE_000178
closed_loop_small_bowel_obstruction,gastrointestinal_tract,small_bowel_obstruction,,observation,,
beak_sign_at_a_small_bowel_transition_point,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_transition_point,gastrointestinal_tract,small_bowel_caliber_abnormality,Transition point of the small bowel,observation,,
small_bowel_luminal_narrowing,gastrointestinal_tract,small_bowel_caliber_abnormality,Narrowing of the small bowel lumen,observation,,
string_sign_of_the_small_bowel,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_generalized_dilation,gastrointestinal_tract,small_bowel_caliber_abnormality,Generalized dilation of the small bowel,observation,,
small_bowel_segmental_dilation,gastrointestinal_tract,small_bowel_caliber_abnormality,Segmental dilation of the small bowel,observation,,
small_bowel_fluid_distention,gastrointestinal_tract,small_bowel_caliber_abnormality,Fluid distention of the small bowel,observation,,
small_bowel_gaseous_distention,gastrointestinal_tract,small_bowel_caliber_abnormality,Gaseous distention of the small bowel,observation,,
gas_fluid_levels_within_the_small_bowel,gastrointestinal_tract,small_bowel_abnormality,Air-fluid levels,observation,,
delayed_small_bowel_transit,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_contraction,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_contusion,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_hematoma,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_laceration,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_perforation,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_diverticulosis,gastrointestinal_tract,small_bowel_lesion,,observation,,
small_bowel_course_abnormality,gastrointestinal_tract,small_bowel_abnormality,Abnormal course of the small bowel,observation,,
close_apposition_of_small_bowel_loops_to_anterior_abdominal_wall,gastrointestinal_tract,small_bowel_abnormality,,observation,,
clustered_small_bowel_loops,gastrointestinal_tract,small_bowel_abnormality,,observation,,
small_bowel_kinking,gastrointestinal_tract,small_bowel_abnormality,Kinking of the small bowel,observation,,
small_bowel_tethering,gastrointestinal_tract,small_bowel_abnormality,Tethering of the small bowel,observation,,
small_bowel_extrinsic_compression,gastrointestinal_tract,small_bowel_abnormality,Extrinsic compression of the small bowel,observation,,
contrast_material_within_the_small_bowel,gastrointestinal_tract,small_bowel_abnormality,,observation,,
fecal_like_material_within_the_small_bowel,gastrointestinal_tract,small_bowel_abnormality,,observation,,
high_attenuation_material_within_the_small_bowel,gastrointestinal_tract,small_bowel_abnormality,,observation,,
swirling_of_mesenteric_vessels,mesentery,mesenteric_abnormality,Whirl sign,observation,,
small_bowel_volvulus,gastrointestinal_tract,small_bowel_abnormality,"Midgut volvulus, Intestinal volvulus",observation,,
enterocolic_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
enterocutaneous_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
enteroenteric_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
small_bowel_anastomosis,gastrointestinal_tract,small_bowel_postsurgical_change,,observation,,
small_bowel_resection,gastrointestinal_tract,small_bowel_postsurgical_change,,observation,,
enteritis,gastrointestinal_tract,small_bowel_abnormality,,diagnosis,,
congenital_intestinal_malrotation,gastrointestinal_tract,small_bowel_anatomic_variant,Intestinal malrotation,observation,,OIFM_GMTS_005286
target_appearance_of_the_duodenum,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
duodenal_pseudoaneurysm,gastrointestinal_tract,small_bowel_abnormality,,diagnosis,,
duodenal_arteriovenous_malformation,gastrointestinal_tract,small_bowel_abnormality,Duodenal AVM,diagnosis,,
duodenitis,gastrointestinal_tract,enteritis,,diagnosis,,
duodenal_web,gastrointestinal_tract,small_bowel_anatomic_variant,,observation,,
reduced_aorto_mesenteric_angle,gastrointestinal_tract,small_bowel_abnormality,SMA syndrome sign,observation,,
duodenocolic_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
duodenocutaneous_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
partial_duodenectomy,gastrointestinal_tract,small_bowel_postsurgical_change,,observation,,
duodenal_stent,extrinsic,hardware,,observation,,
target_appearance_of_the_jejunum,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
jejunal_pseudoaneurysm,gastrointestinal_tract,small_bowel_abnormality,,diagnosis,,
jejunal_arteriovenous_malformation,gastrointestinal_tract,small_bowel_abnormality,Jejunal AVM,diagnosis,,
jejunitis,gastrointestinal_tract,enteritis,,diagnosis,,
jejunal_intussusception,gastrointestinal_tract,small_bowel_intussusception,,observation,,
jejunal_web,gastrointestinal_tract,small_bowel_anatomic_variant,,observation,,
jejuno_jejunal_anastomosis,gastrointestinal_tract,small_bowel_postsurgical_change,,observation,,
jejunostomy,gastrointestinal_tract,small_bowel_postsurgical_change,,observation,,
jejunal_stent,extrinsic,hardware,,observation,,
jejunostomy_tube,extrinsic,support_apparatus,"J-tube, jejunostomy tube, jejunal catheter",observation,,
gastrojejunostomy_tube,extrinsic,support_apparatus,"GJ tube, gastrojejunostomy tube, gastrojejunal catheter",observation,,
target_appearance_of_the_ileum,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
inflamed_terminal_ileum,gastrointestinal_tract,small_bowel_wall_abnormality,Terminal ileitis,observation,,
ileocecal_valve_thickening,gastrointestinal_tract,small_bowel_wall_abnormality,,observation,,
ileal_pseudoaneurysm,gastrointestinal_tract,small_bowel_abnormality,,diagnosis,,
ileal_arteriovenous_malformation,gastrointestinal_tract,small_bowel_abnormality,Ileal AVM,diagnosis,,
ileitis,gastrointestinal_tract,enteritis,,diagnosis,,
ileo_ileal_intussusception,gastrointestinal_tract,small_bowel_intussusception,,observation,,
ileocecal_intussusception,gastrointestinal_tract,small_bowel_intussusception,,observation,,
meckel_diverticulum,gastrointestinal_tract,small_bowel_anatomic_variant,Meckel's diverticulum,diagnosis,,
ileal_web,gastrointestinal_tract,small_bowel_anatomic_variant,,observation,,
ileo_ileal_anastomosis,gastrointestinal_tract,small_bowel_postsurgical_change,,observation,,
ileal_pouch_creation,gastrointestinal_tract,small_bowel_postsurgical_change,,observation,,
end_ileostomy,gastrointestinal_tract,ileostomy,,observation,,
diverting_loop_ileostomy,gastrointestinal_tract,ileostomy,,observation,,
ileocolic_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
ileoileal_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
ileovesical_fistula,gastrointestinal_tract,small_bowel_fistula,,diagnosis,,
ileal_stent,extrinsic,hardware,,observation,,
large_bowel_abnormality,gastrointestinal_tract,bowel_abnormality,Large intestine abnormality,,,
target_appearance_of_the_cecum,gastrointestinal_tract,large_bowel_wall_abnormality,,observation,,
cecal_pseudoaneurysm,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
cecal_volvulus,gastrointestinal_tract,large_bowel_abnormality,,observation,,
typhlitis,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
cecocolic_intussusception,gastrointestinal_tract,large_bowel_intussusception,,observation,,
cecal_web,gastrointestinal_tract,large_bowel_anatomic_variant,,observation,,
cecal_malrotation,gastrointestinal_tract,large_bowel_anatomic_variant,,observation,,
mobile_cecum,gastrointestinal_tract,large_bowel_anatomic_variant,,observation,,
pericecal_abscess,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
pericecal_fat_stranding,gastrointestinal_tract,large_bowel_abnormality,,observation,,
pericecal_hematoma,gastrointestinal_tract,large_bowel_abnormality,,observation,,
cecal_anastomosis,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
cecal_resection,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
cecocolic_fistula,gastrointestinal_tract,large_bowel_fistula,,diagnosis,,
cecocutaneous_fistula,gastrointestinal_tract,large_bowel_fistula,,diagnosis,,
cecovesical_fistula,gastrointestinal_tract,large_bowel_fistula,,diagnosis,,
cecal_stent,extrinsic,hardware,,observation,,
colonic_submucosal_fat_deposition,gastrointestinal_tract,large_bowel_wall_abnormality,,observation,,
target_appearance_of_the_colon,gastrointestinal_tract,large_bowel_wall_abnormality,,observation,,
gastrointestinal_stromal_tumor_of_the_colon,gastrointestinal_tract,large_bowel_neoplasm,Colonic GIST,diagnosis,,
colonic_pseudoaneurysm,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
colonic_pseudo_obstruction,gastrointestinal_tract,large_bowel_abnormality,Ogilvie syndrome,observation,,
formed_stool_in_the_colon,gastrointestinal_tract,large_bowel_abnormality,,observation,,
inspissated_stool_in_the_colon,gastrointestinal_tract,large_bowel_abnormality,,observation,,
large_volume_of_colonic_stool,gastrointestinal_tract,large_bowel_abnormality,,observation,,
colonic_diverticulosis,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,OIFM_OIDM_388787
sigmoid_volvulus,gastrointestinal_tract,large_bowel_abnormality,,observation,,
colonic_web,gastrointestinal_tract,large_bowel_anatomic_variant,,observation,,
mesocolic_hernia,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
pericolic_abscess,gastrointestinal_tract,large_bowel_abnormality,Pericolonic abscess,diagnosis,,OIFM_GMTS_001284
pericolic_fat_stranding,gastrointestinal_tract,large_bowel_abnormality,Pericolonic fat stranding,observation,,
pericolic_hematoma,gastrointestinal_tract,large_bowel_abnormality,Pericolonic hematoma,observation,,
colocolonic_anastomosis,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
colonic_resection,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
partial_colectomy,gastrointestinal_tract,colonic_resection,,observation,,
total_colectomy,gastrointestinal_tract,colonic_resection,,observation,,
hemicolectomy,gastrointestinal_tract,colonic_resection,,observation,,
right_hemicolectomy,gastrointestinal_tract,hemicolectomy,,observation,,
left_hemicolectomy,gastrointestinal_tract,hemicolectomy,,observation,,
sigmoidectomy,gastrointestinal_tract,colonic_resection,,observation,,
low_anterior_resection,gastrointestinal_tract,large_bowel_postsurgical_change,LAR,observation,,
high_anterior_resection,gastrointestinal_tract,large_bowel_postsurgical_change,HAR,observation,,
abdominoperineal_resection,gastrointestinal_tract,large_bowel_postsurgical_change,APR,observation,,
colonic_resection_with_pouch_formation,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
colonic_j_pouch_creation,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
hartmann_pouch,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
colostomy,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
reversal_of_colostomy,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
colorectal_anastomosis,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
ileocolonic_anastomosis,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
colonic_stent,extrinsic,hardware,Colonic stent placement,observation,,
appendiceal_abnormality,gastrointestinal_tract,bowel_abnormality,Appendix abnormality,,,
appendiceal_wall_abnormality,gastrointestinal_tract,appendiceal_abnormality,,,,
appendiceal_lesion,gastrointestinal_tract,appendiceal_abnormality,,,,
appendiceal_mucocele,gastrointestinal_tract,appendiceal_lesion,,observation,,
appendiceal_postsurgical_change,gastrointestinal_tract,large_bowel_postsurgical_change,,,,
appendiceal_anatomic_variant,gastrointestinal_tract,bowel_anatomic_variant,,,,
appendiceal_wall_thickening,gastrointestinal_tract,appendiceal_wall_abnormality,,observation,,
appendiceal_mucosal_thickening,gastrointestinal_tract,appendiceal_wall_abnormality,,observation,,
appendiceal_hyperenhancement,gastrointestinal_tract,appendiceal_wall_abnormality,,observation,,
appendiceal_hypoenhancement,gastrointestinal_tract,appendiceal_wall_abnormality,,observation,,
appendiceal_wall_calcification,gastrointestinal_tract,appendiceal_wall_abnormality,,observation,,
appendiceal_wall_discontinuity,gastrointestinal_tract,appendiceal_wall_abnormality,"Appendiceal wall perforation, Discontinuity of the appendiceal wall",observation,,
adenocarcinoma_of_the_appendix,gastrointestinal_tract,appendiceal_neoplasm,,diagnosis,,
appendiceal_mucinous_neoplasm,gastrointestinal_tract,appendiceal_neoplasm,Mucous appendiceal neoplasm,diagnosis,,
appendiceal_cyst,gastrointestinal_tract,appendiceal_lesion,,observation,,
appendicolith,gastrointestinal_tract,appendiceal_abnormality,Appendiceal calculus,observation,,
appendiceal_obstruction,gastrointestinal_tract,appendiceal_caliber_abnormality,,observation,,
appendiceal_perforation,gastrointestinal_tract,appendiceal_abnormality,,diagnosis,,
appendiceal_luminal_narrowing,gastrointestinal_tract,appendiceal_caliber_abnormality,Narrowing of the appendiceal lumen,observation,,
appendiceal_dilation,gastrointestinal_tract,appendiceal_caliber_abnormality,"Appendiceal distention, Dilated appendix",observation,,
appendiceal_fluid_distention,gastrointestinal_tract,appendiceal_caliber_abnormality,Fluid distention of the appendix,observation,,
appendiceal_course_abnormality,gastrointestinal_tract,appendiceal_abnormality,Abnormal course of the appendix,observation,,
appendiceal_kinking,gastrointestinal_tract,appendiceal_abnormality,Kinking of the appendix,observation,,
appendiceal_extrinsic_compression,gastrointestinal_tract,appendiceal_abnormality,Extrinsic compression of the appendix,observation,,
variant_appendiceal_position,gastrointestinal_tract,appendiceal_anatomic_variant,,observation,,
appendiceal_duplication,gastrointestinal_tract,appendiceal_anatomic_variant,,observation,,
periappendiceal_edema,gastrointestinal_tract,appendiceal_abnormality,,observation,,
periappendiceal_fat_stranding,gastrointestinal_tract,appendiceal_abnormality,,observation,,
periappendiceal_fluid_collection,gastrointestinal_tract,appendiceal_abnormality,,observation,,
appendectomy,gastrointestinal_tract,appendiceal_postsurgical_change,,observation,,
residual_appendiceal_stump,gastrointestinal_tract,appendiceal_postsurgical_change,,observation,,
fluid_collection_in_the_appendectomy_bed,gastrointestinal_tract,appendiceal_postsurgical_change,,observation,,
rectal_wall_injury,gastrointestinal_tract,large_bowel_wall_abnormality,,observation,,
internal_hemorrhoid,gastrointestinal_tract,large_bowel_abnormality,,observation,,
external_hemorrhoid,gastrointestinal_tract,large_bowel_abnormality,,observation,,
rectal_prolapse,gastrointestinal_tract,large_bowel_abnormality,,observation,,
rectal_stool_ball,gastrointestinal_tract,large_bowel_abnormality,,observation,,
stercoral_colitis,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
perirectal_abscess,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
perirectal_fat_stranding,gastrointestinal_tract,large_bowel_abnormality,Fat stranding in the perirectal space,observation,,
perirectal_hematoma,gastrointestinal_tract,large_bowel_abnormality,,observation,,
perianal_abscess,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
rectal_anastomosis,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
postoperative_abscess_in_the_rectum,gastrointestinal_tract,large_bowel_postsurgical_change,,diagnosis,,
postoperative_hematoma_in_the_rectum,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
postoperative_seroma_in_the_rectum,gastrointestinal_tract,large_bowel_postsurgical_change,,observation,,
perianal_fistula,gastrointestinal_tract,large_bowel_abnormality,,diagnosis,,
rectocutaneous_fistula,gastrointestinal_tract,large_bowel_fistula,,diagnosis,,
rectourethral_fistula,gastrointestinal_tract,large_bowel_fistula,,diagnosis,,
rectovaginal_fistula,gastrointestinal_tract,large_bowel_fistula,,diagnosis,,
rectal_stent,extrinsic,hardware,,observation,,
fecal_management_device,extrinsic,support_apparatus,,observation,,
female_reproductive_abnormality,female_reproductive,,,,,
uterine_abnormality,female_reproductive,female_reproductive_abnormality,Uterus abnormality,,,
uterine_anatomic_variant,female_reproductive,female_reproductive_anatomic_variant,,,,
uterine_postsurgical_change,female_reproductive,female_reproductive_postsurgical_change,,,,
endometrial_mass,female_reproductive,uterine_lesion,,observation,,
endometrial_polyp,female_reproductive,uterine_lesion,,observation,,
endometrial_thickening,female_reproductive,endometrial_abnormality,,observation,,OIFM_GMTS_017809
endometrial_calcification,female_reproductive,endometrial_abnormality,,observation,,
endometrial_fluid,female_reproductive,endometrial_abnormality,,observation,,OIFM_GMTS_017820
endometrial_hyperenhancement,female_reproductive,endometrial_abnormality,,observation,,
myometrial_mass,female_reproductive,uterine_lesion,,observation,,
uterine_fibroid,female_reproductive,uterine_neoplasm,uterine leiomyoma,diagnosis,,
myometrial_heterogeneity,female_reproductive,myometrial_abnormality,,observation,,
myometrial_wall_thinning,female_reproductive,myometrial_abnormality,,observation,,
uterine_wall_thinning,female_reproductive,uterine_abnormality,,observation,,
myometrial_hyperenhancement,female_reproductive,myometrial_abnormality,,observation,,
myometrial_hypoenhancement,female_reproductive,myometrial_abnormality,,observation,,
uterine_calcification,female_reproductive,uterine_abnormality,,observation,,
intrauterine_gas,female_reproductive,uterine_abnormality,,observation,,
uterine_atrophy,female_reproductive,uterine_abnormality,,observation,,
asymmetric_uterine_enlargement,female_reproductive,uterine_enlargement,,observation,,
uniform_uterine_enlargement,female_reproductive,uterine_enlargement,,observation,,
uterine_perforation,female_reproductive,uterine_abnormality,,observation,,
uterine_rupture,female_reproductive,uterine_abnormality,,observation,,
uterine_dehiscence,female_reproductive,uterine_abnormality,,observation,,
uterine_infarction,female_reproductive,uterine_abnormality,,diagnosis,,
retained_material_in_uterus,female_reproductive,uterine_abnormality,,observation,,
uterine_agenesis,female_reproductive,uterine_anatomic_variant,Absent uterus,diagnosis,,
uterine_hypoplasia,female_reproductive,uterine_anatomic_variant,,diagnosis,,
arcuate_uterus,female_reproductive,uterine_anatomic_variant,,observation,,
bicornuate_uterus,female_reproductive,uterine_anatomic_variant,,observation,,
septate_uterus,female_reproductive,uterine_anatomic_variant,,observation,,
unicornuate_uterus,female_reproductive,uterine_anatomic_variant,,observation,,
uterus_didelphys,female_reproductive,uterine_anatomic_variant,,observation,,
hysterectomy,female_reproductive,uterine_postsurgical_change,,observation,,
cesarean_section_scar_defect,female_reproductive,uterine_postsurgical_change,isthmocele,observation,,
intrauterine_device,extrinsic,hardware,IUD,observation,,
uterine_cervix_abnormality,female_reproductive,female_reproductive_abnormality,Cervix abnormality,,,
cervical_cancer,female_reproductive,uterine_cervix_neoplasm,Cervical carcinoma,diagnosis,,
cervical_fibroid,female_reproductive,uterine_cervix_neoplasm,Cervical leiomyoma,diagnosis,,
uterine_cervix_lesion,female_reproductive,uterine_cervix_abnormality,Cervical lesion,,,
nabothian_cyst,female_reproductive,uterine_cervix_lesion,,diagnosis,,
uterine_cervix_fluid_collection,female_reproductive,uterine_cervix_abnormality,"Cervical fluid collection, Endocervical fluid",observation,,
uterine_cervix_gas,female_reproductive,uterine_cervix_abnormality,Cervical gas,observation,,
uterine_cervix_laceration,female_reproductive,uterine_cervix_abnormality,Cervical laceration,observation,,
cervical_tear,female_reproductive,uterine_cervix_abnormality,,observation,,
uterine_cervix_enlargement,female_reproductive,uterine_cervix_abnormality,"Cervical enlargement, Enlarged cervix",observation,,
vaginal_abnormality,female_reproductive,female_reproductive_abnormality,Vagina abnormality,,,
vaginal_anatomic_variant,female_reproductive,female_reproductive_anatomic_variant,,,,
vaginal_postsurgical_change,female_reproductive,female_reproductive_postsurgical_change,,,,
vaginal_mass,female_reproductive,vaginal_lesion,,observation,,
vaginal_abscess,female_reproductive,vaginal_abnormality,,diagnosis,,
vaginal_fluid,female_reproductive,vaginal_abnormality,,observation,,
vaginal_gas,female_reproductive,vaginal_abnormality,,observation,,
vaginal_hematoma,female_reproductive,vaginal_abnormality,,observation,,
vaginal_wall_thickening,female_reproductive,vaginal_abnormality,,observation,,
vaginal_distension,female_reproductive,vaginal_abnormality,,observation,,
vaginal_narrowing,female_reproductive,vaginal_abnormality,,observation,,
vaginal_agenesis,female_reproductive,vaginal_anatomic_variant,,diagnosis,,
post_radiation_vaginal_fibrosis,female_reproductive,vaginal_postsurgical_change,,observation,,
post_surgical_vaginal_scarring,female_reproductive,vaginal_postsurgical_change,,observation,,
vaginal_mesh,extrinsic,hardware,,observation,,
vaginal_packing,extrinsic,support_apparatus,,observation,,
vaginal_pessary,extrinsic,support_apparatus,,observation,,
adnexal_abnormality,female_reproductive,female_reproductive_abnormality,Adnexa abnormality,,,
ovarian_abnormality,female_reproductive,adnexal_abnormality,,,,
fallopian_tube_abnormality,female_reproductive,adnexal_abnormality,,,,
adnexal_postsurgical_change,female_reproductive,female_reproductive_postsurgical_change,,,,
adnexal_lesion,female_reproductive,adnexal_abnormality,Adnexal mass,,,
complex_adnexal_mass,female_reproductive,adnexal_lesion,Complex adnexal lesion,observation,,
solid_adnexal_mass,female_reproductive,adnexal_lesion,Solid adnexal lesion,observation,,
adnexal_cyst,female_reproductive,adnexal_lesion,,observation,,
adnexal_fat_stranding,female_reproductive,adnexal_abnormality,,observation,,
adnexal_fluid_collection,female_reproductive,adnexal_abnormality,,observation,,
adnexal_hematoma,female_reproductive,adnexal_abnormality,,observation,,
ovarian_lesion,female_reproductive,ovarian_abnormality,Ovarian mass,,,
ovarian_metastasis,female_reproductive,ovarian_neoplasm,,diagnosis,,
krukenberg_tumor,female_reproductive,ovarian_metastasis,Krukenberg tumor,diagnosis,,
ovarian_dermoid,female_reproductive,ovarian_neoplasm,Mature cystic teratoma,diagnosis,,
ovarian_carcinoma,female_reproductive,ovarian_neoplasm,"Ovarian cancer, Ovarian adenocarcinoma",diagnosis,,
ovarian_cystadenoma,female_reproductive,ovarian_neoplasm,,diagnosis,,
ovarian_fibroma,female_reproductive,ovarian_neoplasm,,diagnosis,,
ovarian_fibrothecoma,female_reproductive,ovarian_neoplasm,"thecoma, fibroma-thecoma",diagnosis,,
ovarian_granulosa_cell_tumor,female_reproductive,ovarian_neoplasm,Granulosa cell tumor,diagnosis,,
endometrioma,female_reproductive,ovarian_cystic_lesion,Endometriotic cyst,diagnosis,,
simple_ovarian_cyst,female_reproductive,ovarian_cystic_lesion,,observation,,
hemorrhagic_ovarian_cyst,female_reproductive,ovarian_cystic_lesion,,observation,,
corpus_luteum_cyst,female_reproductive,ovarian_cystic_lesion,,observation,,
polycystic_ovary_morphology,female_reproductive,ovarian_abnormality,PCO morphology,observation,,
ovarian_abscess,female_reproductive,ovarian_abnormality,,diagnosis,,
ovarian_calcification,female_reproductive,ovarian_abnormality,,observation,,
ovarian_hyperstimulation,female_reproductive,ovarian_abnormality,OHSS,diagnosis,,
ovarian_torsion,female_reproductive,ovarian_abnormality,,diagnosis,,
ovarian_enlargement,female_reproductive,ovarian_abnormality,Enlarged ovary,observation,,
ovarian_atrophy,female_reproductive,ovarian_abnormality,Atrophic ovary,observation,,
hydrosalpinx,female_reproductive,fallopian_tube_abnormality,,observation,,
hematosalpinx,female_reproductive,fallopian_tube_abnormality,,observation,,
pyosalpinx,female_reproductive,fallopian_tube_abnormality,,diagnosis,,
fallopian_tube_dilation,female_reproductive,fallopian_tube_abnormality,Dilated fallopian tube,observation,,
fallopian_tube_torsion,female_reproductive,fallopian_tube_abnormality,Torsed fallopian tube,diagnosis,,
tubal_ring_sign,female_reproductive,fallopian_tube_abnormality,,observation,,
tubal_ectopic_pregnancy,female_reproductive,fallopian_tube_abnormality,,diagnosis,,
paraovarian_cyst,female_reproductive,adnexal_abnormality,"Paratubal cyst,Broad ligament cyst",observation,,
tubo_ovarian_abscess,female_reproductive,adnexal_abnormality,TOA,diagnosis,,
tubo_ovarian_complex,female_reproductive,adnexal_abnormality,,diagnosis,,
oophorectomy,female_reproductive,adnexal_postsurgical_change,,observation,,
salpingectomy,female_reproductive,adnexal_postsurgical_change,,observation,,
fallopian_tube_surgical_clip,female_reproductive,surgical_clip,Fallopian tube surgical clips,observation,,
adnexal_surgical_clip,female_reproductive,surgical_clip,Adnexal surgical clips,observation,,
essure_device,extrinsic,hardware,,observation,,
tubal_ligation_bands,extrinsic,hardware,,observation,,
tubal_ligation_clips,extrinsic,surgical_clip,,observation,,
tubal_ligation_rings,extrinsic,hardware,,observation,,
male_reproductive_abnormality,male_reproductive,,,,,
prostatic_abnormality,male_reproductive,male_reproductive_abnormality,Prostate abnormality,,,OIFM_OIDM_332518
prostatic_anatomic_variant,male_reproductive,male_reproductive_anatomic_variant,,,,
male_reproductive_postsurgical_change,male_reproductive,,,,,
prostate_lesion,male_reproductive,prostatic_abnormality,"Prostatic lesion, prostate mass, Prostatic mass",,,
prostate_nodule,male_reproductive,prostate_lesion,Prostatic nodule,observation,,
prostate_cyst,male_reproductive,prostate_lesion,Prostatic cyst,observation,,
prostate_abscess,male_reproductive,prostatic_abnormality,Prostatic abscess,diagnosis,,
prostate_calcification,male_reproductive,prostatic_abnormality,"Prostatic calcifications, prostate calcifications",observation,,
focal_enlargement_of_the_prostate,male_reproductive,prostate_enlargement,,observation,,
uniform_enlargement_of_the_prostate,male_reproductive,prostate_enlargement,Benign prostatic enlargement,observation,,
heterogeneous_enhancement_of_the_prostate,male_reproductive,prostatic_abnormality,,observation,,
homogeneous_enhancement_of_the_prostate,male_reproductive,prostatic_abnormality,,observation,,
prostate_fluid_collection,male_reproductive,prostatic_abnormality,,observation,,
ejaculatory_duct_calcification,male_reproductive,prostatic_abnormality,ejaculatory duct calcifications,observation,,
prostate_mullerian_duct_cyst,male_reproductive,prostatic_anatomic_variant,,diagnosis,,
prostate_utricle_cyst,male_reproductive,prostatic_anatomic_variant,,diagnosis,,
prostatectomy,male_reproductive,male_reproductive_postsurgical_change,,observation,,
transurethral_resection_of_the_prostate,male_reproductive,male_reproductive_postsurgical_change,TURP,observation,,
seminal_vesicle_abnormality,male_reproductive,male_reproductive_abnormality,,,,OIFM_OIDM_452510
seminal_vesicle_anatomic_variant,male_reproductive,male_reproductive_anatomic_variant,,,,
seminal_vesicle_enlargement,male_reproductive,seminal_vesicle_abnormality,"Seminal vesicle enlargement, Enlarged seminal vesicle",observation,,
seminal_vesicle_hyperenhancement,male_reproductive,seminal_vesicle_abnormality,Hyperenhancing seminal vesicle,observation,,
seminal_vesicle_dilation,male_reproductive,seminal_vesicle_abnormality,,observation,,
seminal_vesicle_abscess,male_reproductive,seminal_vesicle_abnormality,,diagnosis,,
seminal_vesicle_calcification,male_reproductive,seminal_vesicle_abnormality,seminal vesicle calcifications,observation,,OIFM_GMTS_021535
seminal_vesicle_cyst,male_reproductive,seminal_vesicle_lesion,,observation,,
seminal_vesicle_fluid_collection,male_reproductive,seminal_vesicle_abnormality,,observation,,
seminal_vesicle_solid_lesion,male_reproductive,seminal_vesicle_lesion,Seminal vesicle solid mass,observation,,
seminal_vesicle_agenesis,male_reproductive,seminal_vesicle_anatomic_variant,,diagnosis,,
